item_id,legalbench_task,domain,task_family,ground_truth,expert_prompt_preview
personal_jurisdiction__test__41,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,No,"Martha makes special pinwheel hats, which she only sells to other residents of her hometown (Salem, Oregon). Through a series of second-hand sales, one of these hats makes it way to Alex, a citizen of..."
personal_jurisdiction__test__42,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,No,"Martha makes special pinwheel hats, which she only sells to other residents of her hometown (Salem, Oregon). Martha's neighbor purchases a hat, and sells it to her cousin in Texas. This cousin then se..."
personal_jurisdiction__test__43,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,Yes,"Martha makes special pinwheel hats in her home in Salem, Oregon. However, she maintains an extensive online presence, and markets her goods to citizens of all 50 states. Alex, a citizen of Maine, purc..."
personal_jurisdiction__test__44,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,Yes,"Martha makes special pinwheel hats, which she only sells to other residents of her hometown (Salem, Oregon). Martha's neighbor purchases a hat, and sells it to her cousin in Texas. This cousin then se..."
personal_jurisdiction__test__45,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,Yes,"Martha makes special pinwheel hats in her home in Salem, Oregon. However, she maintains an extensive online presence, and markets her goods to citizens of all 50 states. Alex, a citizen of Maine, purc..."
personal_jurisdiction__test__46,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,No,"Martha makes special pinwheel hats in her home in Salem, Oregon. She only sells hats out of her garage, to people who stop on the street. Alex, a citizen of Maine, purchases one of the hats while visi..."
personal_jurisdiction__test__47,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,No,"Martha makes special pinwheel hats in her home in Salem, Oregon. She only sells hats out of her garage, to people who stop on the street. Alex, a citizen of Maine, purchases one of the hats while visi..."
personal_jurisdiction__test__48,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,No,"Martha makes special pinwheel hats in her home in Salem, Oregon. She only markets her hats on the west coast (California, Oregon, and Washington). Alex, a citizen of Maine, purchases one of the hats w..."
personal_jurisdiction__test__49,personal_jurisdiction,civil_procedure_personal_jurisdiction,civil_procedure_personal_jurisdiction,No,"Martha makes special pinwheel hats in her home in Salem, Oregon. She only markets her hats on the west coast (California, Oregon, and Washington). Alex, a citizen of Maine, purchases one of the hats w..."
hearsay__test__1,hearsay,evidence,evidence,No,"On the issue of whether Robert negligently drove, the fact that Robert fell asleep while driving."
hearsay__test__2,hearsay,evidence,evidence,No,"On the issue of whether John knew about the conspiracy, the fact that John likes sweatpants."
hearsay__test__3,hearsay,evidence,evidence,No,"On the issue of whether Michael was guilty of murder, the fact that Michael left the crime scene immediately."
hearsay__test__4,hearsay,evidence,evidence,No,"On the issue of whether William was loved by his community, the fact that he was selected to speak at his graduation."
hearsay__test__5,hearsay,evidence,evidence,No,"On the issue of whether Mary robbed the bank, the fact that Mary went to the bank in disguise."
hearsay__test__6,hearsay,evidence,evidence,No,"On the issue of whether Patricia was a fan of Coldplay, the fact that she had a poster with the lyrics of ""Viva la Vida"" on her bedroom wall."
hearsay__test__7,hearsay,evidence,evidence,No,"On the issue of whether Jennifer suffered reputational harm from Linda's article, the fact that Linda worked with several different editors to proof read and cross-check her article."
hearsay__test__8,hearsay,evidence,evidence,No,"On the issue of whether Elizabeth was misdiagnosed by Barbara, the fact that Barbara didn't consult with her usual charts while assessing Elizabethg."
hearsay__test__9,hearsay,evidence,evidence,No,"On the issue of whether Richard had ever visited Chicago, the fact that he gave a speech there in 2005."
hearsay__test__10,hearsay,evidence,evidence,No,"On the issue of how long Joseph and Thomas had known each other, the fact that were neighbors during elementary school."
hearsay__test__11,hearsay,evidence,evidence,No,"On the issue of whether Susan was familiar with Shakespeare, the fact that she had once played the role of Macbeth and recieved a standing ovation after her monologue."
hearsay__test__12,hearsay,evidence,evidence,No,"On the issue of whether Jessica was aware she was trespassing, the fact that Jessica had been diagnosed as near-sighted by her ophthalmologist."
hearsay__test__13,hearsay,evidence,evidence,No,"On the issue of whether Sarah was acting as an agent for the corporation, the fact that Sarah had worked there previously for four years."
hearsay__test__14,hearsay,evidence,evidence,No,"On the issue of whether Charles was responsible for the defamatory article published online, the fact that Charles had visited the website responsible for the article multiple times in the past year."
hearsay__test__15,hearsay,evidence,evidence,No,"On the issue of whether Karen negligently operated the forklift, the fact that Karen is a terrible driver who needed several tries to pass her commercial license test."
hearsay__test__16,hearsay,evidence,evidence,No,"On the issue of whether the patent was infringed, the fact that the corporation's chief scientist was known to cheat at card games."
hearsay__test__17,hearsay,evidence,evidence,No,"On the issue of whether Christopher acted with malice, the fact that Christopher was often moody and had a large temper."
hearsay__test__20,hearsay,evidence,evidence,No,"On the issue of the faultiness of the designed house, the drawing the witness made on the stand during testimony."
hearsay__test__22,hearsay,evidence,evidence,No,"On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual."
hearsay__test__23,hearsay,evidence,evidence,No,"On the issue of whether Daniel drove negligently, the fact that Daniel testified during the trial that he told his wife he was tired before driving into a tree."
hearsay__test__25,hearsay,evidence,evidence,No,"On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."""
hearsay__test__26,hearsay,evidence,evidence,No,"During the trial, Mark nodded when asked if it was him who vandalized Emily's garage."
hearsay__test__27,hearsay,evidence,evidence,No,"On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before."
hearsay__test__28,hearsay,evidence,evidence,No,"On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines work..."
hearsay__test__29,hearsay,evidence,evidence,No,"On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty."
hearsay__test__30,hearsay,evidence,evidence,No,"When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use."
hearsay__test__31,hearsay,evidence,evidence,No,"When asked if he was remorseful by his attorney, Adam testified that ""he regretted his actions."""
hearsay__test__32,hearsay,evidence,evidence,No,"On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell."
hearsay__test__33,hearsay,evidence,evidence,Yes,"On the issue of the sanity of Deborah, the fact that Deborah told her friend that she is completely sane."
hearsay__test__34,hearsay,evidence,evidence,Yes,"On the issue of whether Joshua's friend was attacked by Ashley, the fact that Joshua's friend told Joshua that he was just attacked by Ashley."
hearsay__test__35,hearsay,evidence,evidence,Yes,"To prove that Tom was in town, a witness testifies that her friend Susan told her Tom was in town."
hearsay__test__36,hearsay,evidence,evidence,Yes,"To prove that Shirley committed fraud, the fact that she told her neighbor she was planning on tricking the defendant by selling them a fake handbag."
hearsay__test__37,hearsay,evidence,evidence,Yes,"To prove that Stephen drove his car through a stoplight, the fact that Stephen told his wife on the phone that he was not paying attention to the road."
hearsay__test__38,hearsay,evidence,evidence,Yes,"On the issue of whether Henry negligently hit Kelly with his car, Kelly's statement, ""a witness told me after the crash that Henry was on his cell phone while driving."""
hearsay__test__39,hearsay,evidence,evidence,Yes,"On the issue of whether Sean knew he was going to die, the fact that he called his lawyer wanting to make final changes to his will."
hearsay__test__40,hearsay,evidence,evidence,Yes,"To prove that Alice was planning a robbery, the fact that she told Bob she was researching escape routes."
hearsay__test__41,hearsay,evidence,evidence,Yes,"To prove that Bruce committed medical malpractice, the fact that he told a nurse after the surgery that he thought he made a mistake."
